cusip,numtrds,NAME,CPN,MATURITY,STATE_CODE,CALLABLE,NXT_CALL_DT,NXT_CALL_PX,NXT_PAR_CALL_DT,ISSUER_INDUSTRY,CREDIT_ENHANCEMENTS,MUNI_FED_TAX,MUNI_MIN_TAX,MUNI_BANK_QUAL,INSURANCE_STATUS,SECONDARILY_INSURED,RTG_MOODY,RTG_MDY_LT_UNDL,RTG_SP,RTG_SP_UNDERLYING,MUNI_MTY_SIZE,MUNI_ISSUE_SIZE,MUNI_FIRST_ALLOWABLE_TRADE_DATE,RatingLevel,RatingLevel_Under
13063BAH5,18,CA ST,5,10/1/2018,CA,N,,,,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,48865000,1102300000,10/9/2009,6.5,7
13063BAJ1,15,CA ST,5,10/1/2020,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,21730000,1102300000,10/9/2009,6.5,7
13063BAK8,14,CA ST,5.25,10/1/2020,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,71385000,1102300000,10/9/2009,6.5,7
13063BAL6,18,CA ST,5,10/1/2021,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,27190000,1102300000,10/9/2009,6.5,7
13063BAM4,13,CA ST,5.25,10/1/2021,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,55505000,1102300000,10/9/2009,6.5,7
13063BAN2,20,CA ST,5.25,10/1/2022,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,87945000,1102300000,10/9/2009,6.5,7
13063BAP7,13,CA ST,5,10/1/2025,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,26375000,1102300000,10/9/2009,6.5,7
13063BAQ5,29,CA ST,5.25,10/1/2025,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,66720000,1102300000,10/9/2009,6.5,7
13063BAR3,89,CA ST,5,10/1/2029,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,239455000,1102300000,10/9/2009,6.5,7
13063BAS1,53,CA ST,5.25,10/1/2029,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,124750000,1102300000,10/9/2009,6.5,7
13063BBJ0,28,CA ST,5,10/1/2029,CA,Y,10/1/2019,100,10/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,66115000,210790000,10/9/2009,6.5,7
246388PX4,18,DE HLTH-A-BAYHLTH MED,4.875,7/1/2041,DE,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,NR,NR,A+,NR,20640000,138490000,10/8/2009,4,100
649902J79,12,NYS DORM-SER G,5,3/15/2014,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AAA,NR,5920000,377635000,10/8/2009,0,100
13033LEH6,30,CA HLTH FAC -CEDARS,5,8/15/2034,CA,Y,8/15/2019,100,8/15/2019,MED,,N,N,N,N,N,A2,A2,NR,NR,67505000,535000000,10/8/2009,5,5
13033LEJ2,80,CA HLTH FAC -CEDARS,5,8/15/2039,CA,Y,8/15/2019,100,8/15/2019,MED,,N,N,N,N,N,A2,A2,NR,NR,312305000,535000000,10/8/2009,5,5
403760GT2,11,GWINNETT CNTY W/S -A,4,8/1/2018,GA,N,,,,WTR,CNTY GTD,N,N,N,N,N,Aaa,Aaa,AAA,NR,11710000,235575000,10/8/2009,0,0
928109VR5,13,VA ST SER B,5,6/1/2028,VA,Y,6/1/2019,100,6/1/2019,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,6485000,332480000,10/8/2009,0,0
544712Y97,12,LA TRN-REF-1ST SEN -A,5,7/1/2018,CA,N,,,,GEN,,N,N,N,N,N,Aa3,Aa3,AAA,NR,21200000,320945000,10/7/2009,1.5,3
658256A85,10,NC ST-REF-A,5,3/1/2015,NC,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,48965000,371920000,10/7/2009,0,0
658256A93,21,NC ST-REF-A,5,3/1/2016,NC,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,68985000,371920000,10/7/2009,0,0
658256B27,15,NC ST-REF-A,5,3/1/2017,NC,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,95055000,371920000,10/7/2009,0,0
658256B50,10,NC ST-REF-A,5,3/1/2020,NC,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,15000000,371920000,10/7/2009,0,0
677525TS6,32,OH AIR-E-OH VY ELEC C,5.625,10/1/2019,OH,N,,,,DEV,,N,N,N,N,N,Baa3,Baa3,BBB-,NR,100000000,100000000,10/6/2009,9,9
650017XF8,10,NY TWY-LOC HWY & BRDG,5,4/1/2017,NY,N,,,,TRN,,N,N,N,N,N,NR,NR,AA-,NR,81000000,529595000,10/2/2009,3,100
650017XG6,16,NY TWY-LOC HWY & BRDG,3,4/1/2018,NY,N,,,,TRN,,N,N,N,N,N,NR,NR,AA-,NR,23000000,529595000,10/2/2009,3,100
650017XH4,16,NY TWY-LOC HWY & BRDG,5,4/1/2018,NY,N,,,,TRN,,N,N,N,N,N,NR,NR,AA-,NR,74530000,529595000,10/2/2009,3,100
650017XK7,14,NY TWY-LOC HWY & BRDG,5,4/1/2019,NY,N,,,,TRN,,N,N,N,N,N,NR,NR,AA-,NR,60000000,529595000,10/2/2009,3,100
650017XM3,24,NY TWY-LOC HWY & BRDG,5,4/1/2020,NY,Y,10/1/2019,100,10/1/2019,TRN,,N,N,N,N,N,NR,NR,AA-,NR,35000000,529595000,10/2/2009,3,100
68608JKB6,33,OR ST FACS-A-RF-PEACE,5,11/1/2039,OR,Y,11/1/2019,100,11/1/2019,FAC,,N,N,N,N,N,NR,NR,AA-,NR,60470000,100795000,10/2/2009,3,100
514014LH0,11,LANCASTER SD #1-RF-LI,3,1/15/2013,NE,N,,,,SCD,,N,N,N,N,N,Aa1,Aa1,AAA,NR,3705000,40915000,10/2/2009,0.5,1
64966HNR7,14,NYC-SER B,5,8/1/2023,NY,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,8080000,1100170000,10/2/2009,2.5,3
64966HNT3,10,NYC-SER B,5,8/1/2024,NY,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,8495000,1100170000,10/2/2009,2.5,3
64966HPA2,13,NYC-SER C,5,8/1/2011,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,28180000,1100170000,10/2/2009,2.5,3
64966HPD6,11,NYC-SER C,5,8/1/2012,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,25145000,1100170000,10/2/2009,2.5,3
64966HPF1,11,NYC-SER C,5,8/1/2013,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,37620000,1100170000,10/2/2009,2.5,3
64966HPK0,11,NYC-SER C,5,8/1/2015,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,44580000,1100170000,10/2/2009,2.5,3
64966HPM6,11,NYC-SER C,5,8/1/2016,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,62825000,1100170000,10/2/2009,2.5,3
64966HPN4,20,NYC-SER C,5,8/1/2017,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,75525000,1100170000,10/2/2009,2.5,3
64966HPQ7,13,NYC-SER C,5,8/1/2018,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,47415000,1100170000,10/2/2009,2.5,3
64966HPT1,25,NYC-SER C,5,8/1/2019,NY,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,50525000,1100170000,10/2/2009,2.5,3
64966HPU8,14,NYC-SER C,5,8/1/2020,NY,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,75525000,1100170000,10/2/2009,2.5,3
64966HPV6,23,NYC-SER C,5,8/1/2021,NY,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,75525000,1100170000,10/2/2009,2.5,3
64966HPX2,25,NYC-SER C,5,8/1/2022,NY,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,71825000,1100170000,10/2/2009,2.5,3
64966HPZ7,14,NYC-SER C,5,8/1/2023,NY,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,55720000,1100170000,10/2/2009,2.5,3
64966HQB9,17,NYC-SER C,5,8/1/2024,NY,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,45945000,1100170000,10/2/2009,2.5,3
544646YD8,13,LOS ANGELES USD-KRY,5,7/1/2012,CA,N,,,,SCD,,N,N,N,N,N,Aa3,Aa3,AA-,NR,23825000,1655965000,10/2/2009,3,3
544646YK2,10,LOS ANGELES USD-KRY,5,7/1/2015,CA,N,,,,SCD,,N,N,N,N,N,Aa3,Aa3,AA-,NR,20420000,1655965000,10/2/2009,3,3
927676PG5,22,VI FIN-A1-SR LIEN/CAP,5,10/1/2039,VI,Y,10/1/2019,100,10/1/2019,GEN,,N,N,N,N,N,Baa2,Baa2,BBB,NR,43125000,458840000,10/2/2009,8,8
927676PT7,19,VI FIN-REF-B-SR LIEN,5,10/1/2025,VI,Y,10/1/2019,100,10/1/2019,GEN,,N,N,N,N,N,Baa2,Baa2,BBB,NR,94920000,458840000,10/2/2009,8,8
6845036T7,26,ORANGE CO HLTH-NEMOUR,5,1/1/2039,FL,Y,1/1/2019,100,1/1/2019,MED,,N,N,N,N,N,NR,NR,AA+,NR,102830000,167035000,10/1/2009,1,100
79575DD56,22,SALT RVR PROJ AGRIC,4,1/1/2016,AZ,N,,,,PWR,,N,N,N,N,N,Aa1,Aa1,AA,NR,57540000,296375000,9/30/2009,1.5,1
79575DD64,12,SALT RVR PROJ AGRIC,4,1/1/2017,AZ,N,,,,PWR,,N,N,N,N,N,Aa1,Aa1,AA,NR,52390000,296375000,9/30/2009,1.5,1
92817SMU9,17,VA ST PUB SCH AUTH,5,8/1/2021,VA,Y,8/1/2019,100,8/1/2019,SCD,ST AID WITHHLDG,N,N,N,N,N,Aa1,Aa1,AA+,NR,38795000,481285000,9/30/2009,1,1
92817SMW5,11,VA ST PUB SCH AUTH,5,8/1/2023,VA,Y,8/1/2019,100,8/1/2019,SCD,ST AID WITHHLDG,N,N,N,N,N,Aa1,Aa1,AA+,NR,13625000,481285000,9/30/2009,1,1
92817SND6,14,VA ST PUB SCH AUTH,5,8/1/2019,VA,N,,,,SCD,ST AID WITHHLDG,N,N,N,N,N,Aa1,Aa1,AA+,NR,45850000,481285000,9/30/2009,1,1
92817SNG9,13,VA ST PUB SCH AUTH,5,8/1/2013,VA,N,,,,SCD,ST AID WITHHLDG,N,N,N,N,N,Aa1,Aa1,AA+,NR,20845000,481285000,9/30/2009,1,1
4450427F5,12,HUMBLE ISD,5,2/15/2034,TX,Y,2/15/2019,100,2/15/2019,SCD,,N,N,N,N,N,Aa3,Aa3,AA-,NR,23840000,73510000,9/30/2009,3,3
646139W76,10,NJ TPK SER G,5,1/1/2018,NJ,N,,,,TRN,,N,N,N,N,N,A3,A3,A+,NR,19125000,34770000,9/29/2009,5,6
67756AP55,10,OH HGR ED-OBERLIN CLG,5,10/1/2019,OH,N,,,,HGR,,N,N,N,N,N,Aa2,Aa2,AA,NR,52600000,67260000,9/29/2009,2,2
81684KAV0,12,SEMITROPIC IMPT-REF,5,12/1/2038,CA,Y,12/1/2019,100,12/1/2019,WTR,,N,N,N,N,N,NR,NR,AA-,NR,11940000,51080000,9/25/2009,3,100
57586ELV1,12,MA HLTH-SOUTHCOAST,5,7/1/2039,MA,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,28725000,56030000,9/25/2009,5,5
490728VP4,15,KENT STATE UNIV    -B,5,5/1/2025,OH,Y,5/1/2019,100,5/1/2019,HGR,ASSURED GTY,N,N,N,Y,N,Aa3,A1,AAA,A+,10535000,214910000,9/25/2009,1.5,4
490728WD0,10,KENT STATE UNIV    -B,5,5/1/2030,OH,Y,5/1/2019,100,5/1/2019,HGR,ASSURED GTY,N,N,N,Y,N,Aa3,A1,AAA,A+,10595000,214910000,9/25/2009,1.5,4
546280ET1,13,LA ENVIR-B-LCTCS FACS,5,10/1/2026,LA,Y,10/1/2019,100,10/1/2019,HGR,ASSURED GTY,N,N,N,Y,N,Aa3,A3,AAA,A+,14355000,45280000,9/25/2009,1.5,5
546280EU8,11,LA ENVIR-B-LCTCS FACS,5,10/1/2027,LA,Y,10/1/2019,100,10/1/2019,HGR,ASSURED GTY,N,N,N,Y,N,Aa3,A3,AAA,A+,15090000,45280000,9/25/2009,1.5,5
130493BL2,33,CA COPS HOSPS CENT,5.5,2/1/2039,CA,Y,2/1/2019,100,2/1/2019,MED,,N,N,N,N,N,Baa2,Baa2,BBB-,NR,109500000,210000000,9/25/2009,8.5,8
927781QU1,26,VA CLG REF-21ST-E-1,5,2/1/2023,VA,N,,,,HGR,,N,N,N,N,N,Aa1,Aa1,AA+,NR,16875000,261280000,9/24/2009,1,1
927781RJ5,17,VA CLG REF-21ST-E-2,5,2/1/2023,VA,N,,,,HGR,,N,N,N,N,N,Aa1,Aa1,AA+,NR,7965000,261280000,9/24/2009,1,1
6775202T4,21,OH ST HGR ED -C,5,8/1/2015,OH,N,,,,GOB,,N,N,N,N,N,Aa2,Aa2,AA+,NR,26990000,262430000,9/24/2009,1.5,2
6775202X5,16,OH ST HGR ED -C,5,8/1/2017,OH,N,,,,GOB,,N,N,N,N,N,Aa2,Aa2,AA+,NR,32820000,262430000,9/24/2009,1.5,2
6775203H9,13,OH ST COMMON SCH -C,5,9/15/2015,OH,N,,,,SCD,,N,N,N,N,N,Aa2,Aa2,AA+,NR,41765000,240830000,9/24/2009,1.5,2
6775203J5,14,OH ST COMMON SCH -C,5,9/15/2016,OH,N,,,,SCD,,N,N,N,N,N,Aa2,Aa2,AA+,NR,29665000,240830000,9/24/2009,1.5,2
6775203R7,10,OH ST COMMON SCH -C,5,9/15/2020,OH,N,,,,SCD,,N,N,N,N,N,Aa2,Aa2,AA+,NR,14610000,240830000,9/24/2009,1.5,2
939781E71,23,WA HGR EDU FAC -B,5,4/1/2029,WA,Y,4/1/2019,100,4/1/2019,HGR,,N,N,N,N,N,A3,A3,NR,NR,23560000,53460000,9/23/2009,6,6
34153PNC8,12,FL BOE-RF-D-CAP OUTLA,5.5,6/1/2016,FL,N,,,,EDU,,N,N,N,N,N,Aa1,Aa1,AAA,NR,19675000,300775000,9/23/2009,0.5,1
34153PNK0,15,FL BOE-RF-D-CAP OUTLA,5,6/1/2023,FL,Y,6/1/2019,101,6/1/2020,EDU,,N,N,N,N,N,Aa1,Aa1,AAA,NR,28800000,300775000,9/23/2009,0.5,1
606020VP7,14,MISSOURI CITY-B-CTFS,4,6/15/2026,TX,Y,6/15/2018,100,6/15/2018,GOB,,N,N,N,N,N,Aa3,Aa3,AA-,NR,5920000,46595000,9/22/2009,3,3
967250TY7,24,WICHITA HOSP REF-III,5,11/15/2034,KS,Y,11/15/2019,100,11/15/2019,MED,,N,N,N,N,N,NR,NR,A+,NR,27905000,75000000,9/17/2009,4,100
64983M7T9,10,NY DORM-REF-A-CONS SV,3,7/1/2012,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,20110000,616740000,9/17/2009,3,100
64983M7U6,15,NY DORM-REF-A-CONS SV,3,7/1/2013,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,16540000,616740000,9/17/2009,3,100
64983M7V4,11,NY DORM-REF-A-CONS SV,4,7/1/2013,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,12615000,616740000,9/17/2009,3,100
64983M7W2,12,NY DORM-REF-A-CONS SV,3,7/1/2014,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,14450000,616740000,9/17/2009,3,100
64983M7X0,14,NY DORM-REF-A-CONS SV,4,7/1/2014,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,21520000,616740000,9/17/2009,3,100
64983M7Z5,12,NY DORM-REF-A-CONS SV,5,7/1/2015,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,31095000,616740000,9/17/2009,3,100
64983M8C5,12,NY DORM-REF-A-CONS SV,3,7/1/2017,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,18290000,616740000,9/17/2009,3,100
64983M8D3,11,NY DORM-REF-A-CONS SV,5,7/1/2017,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,39125000,616740000,9/17/2009,3,100
64983M8F8,23,NY DORM-REF-A-CONS SV,5,7/1/2018,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,41700000,616740000,9/17/2009,3,100
64983M8G6,13,NY DORM-REF-A-CONS SV,3.5,7/1/2019,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,10815000,616740000,9/17/2009,3,100
64983M8H4,15,NY DORM-REF-A-CONS SV,5,7/1/2019,NY,N,,,,HGR,,N,N,N,N,N,NR,NR,AA-,NR,28430000,616740000,9/17/2009,3,100
64983M8K7,21,NY DORM-REF-A-CONS SV,5,7/1/2020,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,NR,NR,AA-,NR,40665000,616740000,9/17/2009,3,100
64983M8M3,22,NY DORM-REF-A-CONS SV,5,7/1/2021,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,NR,NR,AA-,NR,41495000,616740000,9/17/2009,3,100
64983M8N1,16,NY DORM-REF-A-CONS SV,5,7/1/2022,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,NR,NR,AA-,NR,53010000,616740000,9/17/2009,3,100
64983M8R2,22,NY DORM-REF-A-CONS SV,4,7/1/2024,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,NR,NR,AA-,NR,22275000,616740000,9/17/2009,3,100
591745H80,14,MET ATLAN TRAN TAX,5.25,7/1/2036,GA,Y,7/1/2019,100,7/1/2019,GEN,,N,N,N,N,N,Aa3,Aa3,AA+,NR,56835000,250000000,9/17/2009,2,3
591745H98,42,MET ATLAN TRAN TAX,5,7/1/2039,GA,Y,7/1/2019,100,7/1/2019,GEN,,N,N,N,N,N,Aa3,Aa3,AA+,NR,186055000,250000000,9/17/2009,2,3
6581962C3,10,NC EASTN -SER B,5,1/1/2017,NC,N,,,,PWR,,N,N,N,N,N,Baa1,Baa1,A-,NR,21540000,401615000,9/17/2009,6.5,7
6581962M1,60,NC EASTN -SER B,5,1/1/2026,NC,Y,1/1/2019,100,1/1/2019,PWR,,N,N,N,N,N,Baa1,Baa1,A-,NR,259960000,401615000,9/17/2009,6.5,7
83703FDF6,31,SC JOBS-REF-IMPT-PALM,5.75,8/1/2036,SC,Y,8/1/2014,100,8/1/2014,MED,,N,N,N,N,N,Baa1,Baa1,BBB+,NR,18085000,126895000,9/17/2009,7,7
83703FDG4,22,SC JOBS-REF-IMPT-PALM,5.75,8/1/2039,SC,Y,8/1/2019,100,8/1/2019,MED,,N,N,N,N,N,Baa1,Baa1,BBB+,NR,52420000,126895000,9/17/2009,7,7
62551PBS5,33,MULTNOMAH HOSP-A-ADVE,5.125,9/1/2040,OR,Y,9/1/2019,100,9/1/2019,MED,,N,N,N,N,N,NR,NR,A,NR,49500000,66535000,9/16/2009,5,100
896858BK2,15,TRIVIEW MET DIST-REF,4.75,11/1/2039,CO,Y,11/1/2019,100,11/1/2019,FAC,,N,N,N,N,N,NR,NR,A-,NR,13825000,47955000,9/16/2009,6,100
156101JE8,13,CENT YORK SD-NTS,3.375,3/1/2021,PA,Y,3/1/2017,100,3/1/2017,SCD,ST AID WITHHLDG,N,N,Y,N,N,NR,NR,AA-,NR,9230000,28070000,9/16/2009,3,100
48542ACY5,14,KS DEV-ADVENTIST-D,5.125,11/15/2039,KS,Y,11/15/2017,100,11/15/2017,MED,,N,N,N,N,N,A1,A1,AA-,NR,16320000,100000000,9/16/2009,3.5,4
161037YR1,11,CHARLOTTE COPS-SER E,5,6/1/2034,NC,Y,6/1/2019,100,6/1/2019,GEN,,N,N,N,N,N,Aa2,Aa2,AA+,NR,31185000,139135000,9/16/2009,1.5,2
161037YZ3,22,CHARLOTTE COPS-SER E,5,6/1/2039,NC,Y,6/1/2019,100,6/1/2019,GEN,,N,N,N,N,N,Aa2,Aa2,AA+,NR,36305000,139135000,9/16/2009,1.5,2
60636WMV4,10,MO ST HWYS & TRANS,2,5/1/2012,MO,N,,,,TRN,,N,N,N,N,N,Aa2,Aa2,AA+,NR,15185000,600000000,9/16/2009,1.5,2
60636WMW2,13,MO ST HWYS & TRANS,5,5/1/2013,MO,N,,,,TRN,,N,N,N,N,N,Aa2,Aa2,AA+,NR,15485000,600000000,9/16/2009,1.5,2
67766WLW0,10,OH WTR DEV-REF,5,6/1/2017,OH,N,,,,WTR,,N,N,N,N,N,Aaa,Aaa,AAA,NR,13260000,229120000,9/16/2009,0,0
917542QD7,16,UT SER C,4,7/1/2014,UT,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,35000000,490410000,9/16/2009,0,0
917542QH8,14,UT SER C,3,7/1/2012,UT,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,30720000,490410000,9/16/2009,0,0
917542QJ4,20,UT SER C,4,7/1/2013,UT,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,89255000,490410000,9/16/2009,0,0
917542QK1,14,UT SER C,5,7/1/2014,UT,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,36545000,490410000,9/16/2009,0,0
917542QL9,16,UT SER C,5,7/1/2015,UT,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,69080000,490410000,9/16/2009,0,0
917542QN5,28,UT SER C,5,7/1/2017,UT,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,64220000,490410000,9/16/2009,0,0
917542QQ8,20,UT SER C,5,7/1/2018,UT,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,65865000,490410000,9/16/2009,0,0
72530PAG7,10,PITTSBURGH REDEV-MFH,5.05,10/20/2039,PA,Y,10/20/2019,100,10/20/2019,MFH,GNMA COLL,N,N,N,N,N,Aaa,Aaa,NR,NR,2175000,4400000,9/15/2009,0,0
83755VNZ3,19,SD H/E SANFORD HLTH,5.5,11/1/2040,SD,Y,11/1/2019,100,11/1/2019,MED,,N,N,N,N,N,A1,A1,AA-,NR,39965000,70565000,9/11/2009,3.5,4
397090FA4,35,GREENWOOD HSP-SELF RE,5.375,10/1/2039,SC,Y,10/1/2019,100,10/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,47750000,50000000,9/11/2009,5,5
74514LVT1,16,PR COMWLTH-REF-A4,5.25,7/1/2030,PR,Y,1/1/2020,101,1/1/2021,GOB,AGM,N,N,N,Y,N,Aa3,Baa3,NR,NR,42790000,93835000,9/11/2009,3,9
74514LVU8,52,PR COMWLTH-REF-A4,5,7/1/2031,PR,Y,1/1/2020,101,1/1/2021,GOB,AGM,N,N,N,Y,N,Aa3,Baa3,NR,NR,51045000,93835000,9/11/2009,3,9
658203M76,12,NC PWR #1-SER A,4.75,1/1/2030,NC,Y,1/1/2019,100,1/1/2019,PWR,,N,N,N,N,N,A2,A2,A,NR,16750000,276845000,9/10/2009,5,5
658203M84,37,NC PWR #1-SER A,5,1/1/2030,NC,Y,1/1/2019,100,1/1/2019,PWR,,N,N,N,N,N,A2,A2,A,NR,77260000,276845000,9/10/2009,5,5
79061ABK2,43,ST JOSEPH CNTY EDU,5,3/1/2036,IN,Y,3/1/2018,100,3/1/2018,HGR,,N,N,N,N,N,Aaa,Aaa,NR,NR,146565000,146565000,9/10/2009,0,0
41980SAB2,13,HI BUDGET,9,11/15/2044,HI,Y,11/15/2019,100,11/15/2019,NUR,,N,N,N,N,N,NR,NR,NR,NR,38330000,47720000,9/2/2009,100,100
976050DL5,13,WINTER PK W/S REF,5,12/1/2034,FL,Y,12/1/2019,100,12/1/2019,UTL,,N,N,N,N,N,Aa3,Aa3,AA-,NR,14405000,45685000,9/2/2009,3,3
69069AAB6,10,OWEN WTRWKS-B,5.625,9/1/2039,KY,Y,9/1/2019,100,9/1/2019,WTR,,N,N,N,N,N,Baa2,NR,BBB+,NR,26000000,26000000,9/2/2009,7.5,100
956622ZT4,17,WV HOSP,5.5,9/1/2025,WV,Y,9/1/2014,100,9/1/2014,MED,,N,N,N,N,N,A2,A2,NR,NR,17705000,179925000,8/31/2009,5,5
956622ZU1,47,WV HOSP,5.5,9/1/2028,WV,Y,9/1/2014,100,9/1/2014,MED,,N,N,N,N,N,A2,A2,NR,NR,30950000,179925000,8/31/2009,5,5
956622ZV9,33,WV HOSP,5.625,9/1/2032,WV,Y,9/1/2019,100,9/1/2019,MED,,N,N,N,N,N,A2,A2,NR,NR,53475000,179925000,8/31/2009,5,5
55374SAB6,12,MSR ENERGY,7,11/1/2034,CA,N,,,,GEN,,N,N,N,N,N,NR,NR,A,NR,59525000,201035000,8/28/2009,5,100
55374SAC4,26,MSR ENERGY,6.5,11/1/2039,CA,N,,,,GEN,,N,N,N,N,N,NR,NR,A,NR,100390000,201035000,8/28/2009,5,100
55374SAE0,17,MSR ENERGY,7,11/1/2034,CA,N,,,,GEN,,N,N,N,N,N,NR,NR,A,NR,148375000,500200000,8/28/2009,5,100
55374SAF7,45,MSR ENERGY,6.5,11/1/2039,CA,N,,,,GEN,,N,N,N,N,N,NR,NR,A,NR,250320000,500200000,8/28/2009,5,100
55374SAH3,10,SMR ENERGY,7,11/1/2034,CA,Y,,,,GEN,,N,N,N,N,N,NR,NR,A,NR,59370000,200385000,8/28/2009,5,100
55374SAJ9,13,SMR ENERGY,6.5,11/1/2039,CA,Y,,,,GEN,,N,N,N,N,N,NR,NR,A,NR,100155000,200385000,8/28/2009,5,100
939781C81,17,WA HGR ED-SEATTLE UNV,5.25,5/1/2034,WA,Y,5/1/2019,100,5/1/2019,HGR,,N,N,N,N,N,NR,NR,A,NR,16475000,41775000,8/28/2009,5,100
939781C99,38,WA HGR ED-SEATTLE UNV,5.25,5/1/2039,WA,Y,5/1/2019,100,5/1/2019,HGR,,N,N,N,N,N,NR,NR,A,NR,25300000,41775000,8/28/2009,5,100
161045HV4,45,CHARLOTTE W/S,5,7/1/2038,NC,Y,7/1/2018,100,7/1/2018,WTR,,N,N,N,N,N,Aa1,Aa1,AAA,NR,96855000,342715000,8/28/2009,0.5,1
976002BQ7,10,WINTER PK ELEC IMPT-A,5,10/1/2035,FL,Y,10/1/2019,100,10/1/2019,UTL,AGM,N,N,N,Y,N,Aa3,A2,NR,NR,7105000,28020000,8/28/2009,3,5
649905QG4,13,NYS DORM AUTH,5.25,5/1/2025,NY,Y,5/1/2014,100,5/1/2014,MED,,N,N,N,N,N,Baa1,Baa1,A-,NR,25160000,235615000,8/28/2009,6.5,7
649905QH2,15,NYS DORM AUTH,5.5,5/1/2030,NY,Y,5/1/2019,100,5/1/2019,MED,,N,N,N,N,N,Baa1,Baa1,A-,NR,25000000,235615000,8/28/2009,6.5,7
